"Key","Administration","Party","Department","Name","LastName","ServiceStart","ServiceEnd","DeptScandalFlag","ScandalFlag","ScandalDesc","EduDesc","Bachelors","Masters","MD","Law","Doctorate","MilitaryService","MilitaryDatesServed","MilitaryBranch","Gender","ForeignBorn","Minority","DiedOffice","SenateVotesFor","SenateVotesAgainst","NotesDiscrepancies","","","","","","","","","",""
"613","Lyndon Johnson","Democrat","Secretary of Commerce","John T. Connor","Connor","1965-01-18","1967-01-18","","","","Syracuse University (AB); Harvard University Law School (JD)","1","","","1","","2d lt.","World War II","Marines","1","0","0","0","nr","nr","","","","","","","","","","",""
"614","Lyndon Johnson","Democrat","Secretary of Commerce","A. B. Trowbridge","Trowbridge","1967-01-18","1968-03-06","","","","Princeton University (AB)","1","","","","","2d lt.","Korean War","Marines","1","0","0","0","nr","nr","","","","","","","","","","",""
"615","Lyndon Johnson","Democrat","Secretary of Commerce","C. R. Smith","Smith","1968-03-06","1969-01-20","","","","University of Texas","","","","","","maj. gen.","World War II","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"616","Lyndon Johnson","Democrat","Secretary of Labor","W. Willard Wirtz","Wirtz","1963-11-22","1969-01-20","","","","Northern Illinois University; Beloit College (AB); Harvard University Law School (LLB)","1","","","1","","","","","1","0","0","0","pa","pa","","","","","","","","","","",""
"617","Lyndon Johnson","Democrat","Secretary of Health, Education, and Welfare","Anthony J. Celebrezze","Celebrezze","1963-11-22","1965-08-17","","","","Cleveland State University; John Carroll University; Ohio Northern University (LLB)","1","","","1","","seaman","World War II","Navy","1","1","0","0","nr","nr","","","","","","","","","","",""
"618","Lyndon Johnson","Democrat","Secretary of Health, Education, and Welfare","John W. Gardner","Gardner","1965-08-17","1968-01-25","","","","Stanford University (BA, MA); University of California, Berkeley (PHD) ","1","1","","","1","capt.","World War II","Marines","1","0","0","0","nr","nr","","","","","","","","","","",""
"619","Lyndon Johnson","Democrat","Secretary of Health, Education, and Welfare","Wilbur J. Cohen","Cohen","1968-01-25","1969-01-20","","","","University of Wisconsin, Madison (PHB)","1","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"620","Lyndon Johnson","Democrat","Secretary of Housing and Urban Development","Robert C. Weaver","Weaver","1966-01-17","1968-12-01","","","","Harvard University (BS, MA, PHD)","1","1","","","1","","","","1","0","1","0","nr","nr","Listed as BA in Sobel et al.","","","","","","","","","",""
"621","Lyndon Johnson","Democrat","Secretary of Housing and Urban Development","Robert C. Wood","Wood","1969-01-09","1967-01-12","","","","Princeton University (AB); Harvard University (MA, MBA, PHD)","1","2","","","1","gen.","World War II","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"622","Lyndon Johnson","Democrat","Secretary of Transportation","Alan S. Boyd","Boyd","1967-01-12","1969-01-20","","","","University of Virginia Law School (LLB)","","","","1","","maj.","World War II","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"623","Richard Nixon","Republican","President","Richard Nixon","Nixon","1969-01-20","1974-08-08","","","","Whittier College (BA); Duke University (JD)","1","","","1","","lt. (jg)","World War II","Navy","1","0","0","0","eo","eo","","","","","","","","","","",""
"624","Richard Nixon","Republican","Vice President","Spiro Agnew","Agnew","1969-01-20","1973-01-20","","1","Tax fraud stemming from bribery charges","Johns Hopkins University (BA); University of Baltimore (JD)","1","","","1","","co. combat cmdr","World War II","Army","1","0","0","0","eo","eo","Only the JD is listed in Sobel et al.","","","","","","","","","",""
"625","Richard Nixon","Republican","Vice President","Gerald Ford","Ford","1973-01-20","1974-08-08","1","","Chief of Staff conspiracy, obstruction of justice, and perjury","University of Michigan, Ann Arbor (AB); Yale University (LLB)","1","","","1","","lt. cmdr.","1942-1946","Navy","1","0","0","0","eo","eo","","","","","","","","","","",""
"626","Richard Nixon","Republican","Secretary of State","William P. Rogers","Rogers","1969-01-21","1973-09-03","","","","Colgate University (AB); Cornell University Law School (LLB)","1","","","1","","lt. cmdr.","World War II","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"627","Richard Nixon","Republican","Secretary of State","Henry A. Kissinger","Kissinger","1973-09-22","1974-08-08","","","","City College of New York; Harvard University (AB, MA, PHD)","1","1","","","1","st. sgt.","1943-1946","Army","1","1","0","0","78","7","","","","","","","","","","",""
"628","Richard Nixon","Republican","Secretary of the Treasury","David M. Kennedy","Kennedy","1969-01-21","1971-02-08","","","","Weber State University (BA); George Washington University (MA, LLB); Rutgers University (grad.)","1","2","","1","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"629","Richard Nixon","Republican","Secretary of the Treasury","John B. Connally","Connally","1971-02-08","1972-06-08","","","","University of Texas, Austin (BA, LLB)","1","","","1","","en., res.","World War II","Navy","1","0","0","0","nr","nr","Listed as JD with no BA in Sobel et al.","","","","","","","","","",""
"630","Richard Nixon","Republican","Secretary of the Treasury","George P. Shultz","Shultz","1972-06-08","1974-05-08","","","","Princeton University (BA); Massachusetts Institute of Technology (PHD)","1","","","","1","capt.","World War II","Marines","1","0","0","0","83","0","Listed as ""Schultz"" in CRS_1985_GOV_0034","","","","","","","","","",""
"631","Richard Nixon","Republican","Secretary of the Treasury","William E. Simon","Simon","1974-05-08","1974-08-08","","","","Lafayette College (BA)","1","","","","","n.a.","1946-1948","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"632","Richard Nixon","Republican","Secretary of Defense","Melvin R. Laird","Laird","1969-01-22","1973-01-30","","","","Carleton College (BA); University of Wisconsin Law School","1","","","","","n.a.","World War II","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"633","Richard Nixon","Republican","Secretary of Defense","Elliot L. Richardson","Richardson","1973-01-30","1973-05-24","","","","Harvard University (AB, LLB)","1","","","1","","1st lt.","World War II","Army","1","0","0","0","81","1","","","","","","","","","","",""
"634","Richard Nixon","Republican","Secretary of Defense","James R. Schlesinger","Schlesinger","1973-07-02","1974-08-08","","","","Harvard University (AB, AM, PHD)","1","1","","","1","","","","1","0","0","0","91","0","","","","","","","","","","",""
"635","Richard Nixon","Republican","Attorney General","John N. Mitchell","Mitchell","1969-01-21","1972-02-15","1","1","Convicted of perjury","Fordham University (LLB)","","","","1","","cmdr.","World War II","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"636","Richard Nixon","Republican","Attorney General","Richard G. Kleindienst","Kleindienst","1972-06-12","1973-04-20","","1","Convicted of ""refusing to answer questions""","Harvard University (AB, LLB)","1","","","1","","lt.","World War II","Army","1","0","0","0","64","19","One senator voted present","","","","","","","","","",""
"637","Richard Nixon","Republican","Attorney General","Elliot L. Richardson","Richardson","1973-05-24","1973-10-20","","","","Harvard University (AB, LLB)","1","","","1","","1st lt.","World War II","Army","1","0","0","0","81","1","","","","","","","","","","",""
"638","Richard Nixon","Republican","Attorney General","William B. Saxbe","Saxbe","1974-01-04","1974-08-08","","","","Ohio State University (AB, LLB)","1","","","1","","n.a.","World War II","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"639","Richard Nixon","Republican","Postmaster General","William M. Blount","Blount","1969-01-21","1971-07-01","","","","University of Alabama","","","","","","lt.","World War II","Army","1","0","0","0","nr","nr","Referred to as Winton rather than William in Sobel et al.","","","","","","","","","",""
"640","Richard Nixon","Republican","Secretary of the Interior","Walter J. Hickel","Hickel","1969-01-21","1970-11-25","","","","high school","","","","","","","","","1","0","0","0","73","16","","","","","","","","","","",""
"641","Richard Nixon","Republican","Secretary of the Interior","Rogers C. B. Morton","Morton","1971-01-28","1974-08-08","","","","Yale University (AB); Columbia University","1","","","","","capt.","World War II","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"642","Richard Nixon","Republican","Secretary of Agriculture","Clifford M. Hardin","Hardin","1969-01-21","1971-11-17","","","","Purdue University (BA, MA, PHD); Michigan State University","1","1","","","1","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"643","Richard Nixon","Republican","Secretary of Agriculture","Earl L. Butz","Butz","1971-12-02","1974-08-08","","","","Purdue University (BA, PHD)","1","","","","1","","","","1","0","0","0","51","44","","","","","","","","","","",""
"644","Richard Nixon","Republican","Secretary of Commerce","Maurice H. Stans","Stans","1969-01-21","1972-01-27","","1","Violating the reporting sections of the Federal Election Campaign Act","Northwestern University; Columbia University","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"645","Richard Nixon","Republican","Secretary of Commerce","Peter G. Peterson","Peterson","1972-01-27","1973-01-18","","","","Northwestern University (BS); University of Chicago (MBA)","1","1","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"646","Richard Nixon","Republican","Secretary of Commerce","Frederick B. Dent","Dent","1973-01-18","1974-08-08","","","","Yale University (BA)","1","","","","","n.a.","1943-1946","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"647","Richard Nixon","Republican","Secretary of Labor","George P. Shultz","Shultz","1969-01-21","1970-07-01","","","","Princeton University (BA); Massachusetts Institute of Technology (PHD)","1","","","","1","capt.","World War II","Marines","1","0","0","0","83","0","Listed as ""Schultz"" in CRS_1985_GOV_0034","","","","","","","","","",""
"648","Richard Nixon","Republican","Secretary of Labor","James D. Hodgson","Hodgson","1970-07-01","1973-02-01","","","","University of Minnesota (AB); University of California, Los Angeles","1","","","","","intell. ofcr.","World War II","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"649","Richard Nixon","Republican","Secretary of Labor","Peter J. Brennan","Brennan","1973-02-01","1974-08-08","","","","City College of New York (BS)","1","","","","","lt. comdr.","1943-1953","Navy","1","0","0","0","81","3","B.S. degree in business administration not listed in Sobel et al.","","","","","","","","","",""
"650","Richard Nixon","Republican","Secretary of Health, Education, and Welfare","Robert H. Finch","Finch","1969-01-21","1970-06-09","","","","Occidental College (BA); University of Southern California (JD)","1","","","1","","1st lt.; 1st lt.","World War II; Korean War","Marines; Marines","1","0","0","0","nr","nr","","","","","","","","","","",""
"651","Richard Nixon","Republican","Secretary of Health, Education, and Welfare","Elliot L. Richardson","Richardson","1970-06-09","1973-01-29","","","","Harvard University (AB, LLB)","1","","","1","","1st lt.","World War II","Army","1","0","0","0","81","1","One senator voted present","","","","","","","","","",""
"652","Richard Nixon","Republican","Secretary of Health, Education, and Welfare","Caspar W. Weinberger","Weinberger","1973-02-08","1974-08-08","","","","Harvard University (AB, LLB)","1","","","1","","capt.","World War II","Army","1","0","0","0","61","10","","","","","","","","","","",""
"653","Richard Nixon","Republican","Secretary of Housing and Urban Development","George Romney","Romney","1969-01-21","1973-02-02","","","","Latter-day Saints University; University of Utah; George Washington University","","","","","","","","","1","0","0","0","nr","nr","","","","","","","","","","",""
"654","Richard Nixon","Republican","Secretary of Housing and Urban Development","James T. Lynn","Lynn","1973-02-02","1974-08-08","","","","Case Western Reserve University (BA); Harvard University (LLB)","1","","","1","","ETM 2nd cl.","1945-1946","Navy","1","0","0","0","nr","nr","Confirmed on division vote","","","","","","","","","",""
"655","Richard Nixon","Republican","Secretary of Transportation","John A. Volpe","Volpe","1969-01-21","1973-01-18","","","","Wentworth Institute of Technology (BS)","1","","","","","lt.","World War II","Navy","1","0","0","0","nr","nr","","","","","","","","","","",""
"656","Richard Nixon","Republican","Secretary of Transportation","Claude S. Brinegar","Brinegar","1973-01-18","1974-08-08","","","","Stanford University (BA, MS, PHD)","1","1","","","1","n.a.","1945-1947","Air Force","1","0","0","0","nr","nr","M.S. in Mathematics and Statistics listed as MA in Sobel et al.","","","","","","","","","",""
"657","Richard Nixon","Republican","Director of the Office of Management and Budget","Roy L. Ash","Ash","1973-02-02","1974-08-08","","","","Harvard University (MBA)","","1","","","","capt.","World War II","Army","1","0","0","0","nr","nr","","","","","","","","","","",""
"658","Ford","Republican","President","Gerald Ford","Ford","1974-08-08","1977-01-20","","","","University of Michigan, Ann Arbor (AB); Yale University (LLB)","1","","","1","","lt. cmdr.","1942-1946","Navy","1","0","0","0","eo","eo","","","","","","","","","","",""
